date,state,crop_name,price_usd_per_lb
2020-10-01,MT,Wheat (winter),0.093
2020-11-01,MT,Wheat (winter),0.094
2020-12-01,MT,Wheat (winter),0.094
2021-01-01,MT,Wheat (winter),0.095
2021-02-01,MT,Wheat (winter),0.097
2021-03-01,MT,Wheat (winter),0.095
2021-04-01,MT,Wheat (winter),0.093
2021-05-01,MT,Wheat (winter),0.096
2021-06-01,MT,Wheat (winter),0.096
2021-07-01,MT,Wheat (winter),0.099
2021-08-01,MT,Wheat (winter),0.104
2021-09-01,MT,Wheat (winter),0.105
2021-10-01,MT,Wheat (winter),0.106
2021-11-01,MT,Wheat (winter),0.117
2021-12-01,MT,Wheat (winter),0.117
2022-01-01,MT,Wheat (winter),0.113
2022-02-01,MT,Wheat (winter),0.112
2022-03-01,MT,Wheat (winter),0.118
2022-04-01,MT,Wheat (winter),0.113
2022-05-01,MT,Wheat (winter),0.111
2022-06-01,MT,Wheat (winter),0.114
2022-07-01,MT,Wheat (winter),0.113
2022-08-01,MT,Wheat (winter),0.113
2022-09-01,MT,Wheat (winter),0.117
2022-10-01,MT,Wheat (winter),0.114
2022-11-01,MT,Wheat (winter),0.109
2022-12-01,MT,Wheat (winter),0.104
2023-01-01,MT,Wheat (winter),0.106
2023-02-01,MT,Wheat (winter),0.107
2023-03-01,MT,Wheat (winter),0.105
2023-04-01,MT,Wheat (winter),0.101
2023-05-01,MT,Wheat (winter),0.1
2023-06-01,MT,Wheat (winter),0.104
2023-07-01,MT,Wheat (winter),0.101
2023-08-01,MT,Wheat (winter),0.099
2023-09-01,MT,Wheat (winter),0.096
2023-10-01,MT,Wheat (winter),0.095
2023-11-01,MT,Wheat (winter),0.096
2023-12-01,MT,Wheat (winter),0.102
2024-01-01,MT,Wheat (winter),0.102
2024-02-01,MT,Wheat (winter),0.102
2024-03-01,MT,Wheat (winter),0.105
2024-04-01,MT,Wheat (winter),0.107
2024-05-01,MT,Wheat (winter),0.105
2024-06-01,MT,Wheat (winter),0.112
2024-07-01,MT,Wheat (winter),0.112
2024-08-01,MT,Wheat (winter),0.113
2024-09-01,MT,Wheat (winter),0.115
2024-10-01,MT,Wheat (winter),0.116
2024-11-01,MT,Wheat (winter),0.121
2024-12-01,MT,Wheat (winter),0.119
2025-01-01,MT,Wheat (winter),0.122
2025-02-01,MT,Wheat (winter),0.123
2025-03-01,MT,Wheat (winter),0.126
2025-04-01,MT,Wheat (winter),0.126
2025-05-01,MT,Wheat (winter),0.124
2025-06-01,MT,Wheat (winter),0.127
2025-07-01,MT,Wheat (winter),0.128
2025-08-01,MT,Wheat (winter),0.125
2025-09-01,MT,Wheat (winter),0.13
2020-10-01,MT,Barley,0.092
2020-11-01,MT,Barley,0.092
2020-12-01,MT,Barley,0.09
2021-01-01,MT,Barley,0.091
2021-02-01,MT,Barley,0.093
2021-03-01,MT,Barley,0.089
2021-04-01,MT,Barley,0.09
2021-05-01,MT,Barley,0.092
2021-06-01,MT,Barley,0.085
2021-07-01,MT,Barley,0.086
2021-08-01,MT,Barley,0.087
2021-09-01,MT,Barley,0.089
2021-10-01,MT,Barley,0.091
2021-11-01,MT,Barley,0.09
2021-12-01,MT,Barley,0.087
2022-01-01,MT,Barley,0.083
2022-02-01,MT,Barley,0.085
2022-03-01,MT,Barley,0.087
2022-04-01,MT,Barley,0.09
2022-05-01,MT,Barley,0.088
2022-06-01,MT,Barley,0.09
2022-07-01,MT,Barley,0.086
2022-08-01,MT,Barley,0.084
2022-09-01,MT,Barley,0.084
2022-10-01,MT,Barley,0.086
2022-11-01,MT,Barley,0.09
2022-12-01,MT,Barley,0.09
2023-01-01,MT,Barley,0.087
2023-02-01,MT,Barley,0.085
2023-03-01,MT,Barley,0.083
2023-04-01,MT,Barley,0.089
2023-05-01,MT,Barley,0.091
2023-06-01,MT,Barley,0.094
2023-07-01,MT,Barley,0.093
2023-08-01,MT,Barley,0.093
2023-09-01,MT,Barley,0.095
2023-10-01,MT,Barley,0.094
2023-11-01,MT,Barley,0.093
2023-12-01,MT,Barley,0.091
2024-01-01,MT,Barley,0.09
2024-02-01,MT,Barley,0.09
2024-03-01,MT,Barley,0.088
2024-04-01,MT,Barley,0.088
2024-05-01,MT,Barley,0.089
2024-06-01,MT,Barley,0.089
2024-07-01,MT,Barley,0.086
2024-08-01,MT,Barley,0.087
2024-09-01,MT,Barley,0.085
2024-10-01,MT,Barley,0.086
2024-11-01,MT,Barley,0.088
2024-12-01,MT,Barley,0.085
2025-01-01,MT,Barley,0.091
2025-02-01,MT,Barley,0.09
2025-03-01,MT,Barley,0.092
2025-04-01,MT,Barley,0.089
2025-05-01,MT,Barley,0.093
2025-06-01,MT,Barley,0.092
2025-07-01,MT,Barley,0.091
2025-08-01,MT,Barley,0.09
2025-09-01,MT,Barley,0.089
2020-10-01,MT,Canola (rapeseed),0.263
2020-11-01,MT,Canola (rapeseed),0.265
2020-12-01,MT,Canola (rapeseed),0.264
2021-01-01,MT,Canola (rapeseed),0.259
2021-02-01,MT,Canola (rapeseed),0.253
2021-03-01,MT,Canola (rapeseed),0.249
2021-04-01,MT,Canola (rapeseed),0.253
2021-05-01,MT,Canola (rapeseed),0.258
2021-06-01,MT,Canola (rapeseed),0.264
2021-07-01,MT,Canola (rapeseed),0.264
2021-08-01,MT,Canola (rapeseed),0.267
2021-09-01,MT,Canola (rapeseed),0.266
2021-10-01,MT,Canola (rapeseed),0.252
2021-11-01,MT,Canola (rapeseed),0.25
2021-12-01,MT,Canola (rapeseed),0.247
2022-01-01,MT,Canola (rapeseed),0.239
2022-02-01,MT,Canola (rapeseed),0.235
2022-03-01,MT,Canola (rapeseed),0.236
2022-04-01,MT,Canola (rapeseed),0.228
2022-05-01,MT,Canola (rapeseed),0.223
2022-06-01,MT,Canola (rapeseed),0.234
2022-07-01,MT,Canola (rapeseed),0.223
2022-08-01,MT,Canola (rapeseed),0.221
2022-09-01,MT,Canola (rapeseed),0.214
2022-10-01,MT,Canola (rapeseed),0.209
2022-11-01,MT,Canola (rapeseed),0.208
2022-12-01,MT,Canola (rapeseed),0.201
2023-01-01,MT,Canola (rapeseed),0.205
2023-02-01,MT,Canola (rapeseed),0.213
2023-03-01,MT,Canola (rapeseed),0.219
2023-04-01,MT,Canola (rapeseed),0.225
2023-05-01,MT,Canola (rapeseed),0.216
2023-06-01,MT,Canola (rapeseed),0.214
2023-07-01,MT,Canola (rapeseed),0.217
2023-08-01,MT,Canola (rapeseed),0.223
2023-09-01,MT,Canola (rapeseed),0.235
2023-10-01,MT,Canola (rapeseed),0.242
2023-11-01,MT,Canola (rapeseed),0.249
2023-12-01,MT,Canola (rapeseed),0.269
2024-01-01,MT,Canola (rapeseed),0.269
2024-02-01,MT,Canola (rapeseed),0.267
2024-03-01,MT,Canola (rapeseed),0.268
2024-04-01,MT,Canola (rapeseed),0.261
2024-05-01,MT,Canola (rapeseed),0.262
2024-06-01,MT,Canola (rapeseed),0.248
2024-07-01,MT,Canola (rapeseed),0.244
2024-08-01,MT,Canola (rapeseed),0.243
2024-09-01,MT,Canola (rapeseed),0.25
2024-10-01,MT,Canola (rapeseed),0.258
2024-11-01,MT,Canola (rapeseed),0.251
2024-12-01,MT,Canola (rapeseed),0.267
2025-01-01,MT,Canola (rapeseed),0.268
2025-02-01,MT,Canola (rapeseed),0.27
2025-03-01,MT,Canola (rapeseed),0.257
2025-04-01,MT,Canola (rapeseed),0.252
2025-05-01,MT,Canola (rapeseed),0.26
2025-06-01,MT,Canola (rapeseed),0.261
2025-07-01,MT,Canola (rapeseed),0.262
2025-08-01,MT,Canola (rapeseed),0.264
2025-09-01,MT,Canola (rapeseed),0.252
2020-10-01,MT,Sunflower,0.309
2020-11-01,MT,Sunflower,0.322
2020-12-01,MT,Sunflower,0.333
2021-01-01,MT,Sunflower,0.331
2021-02-01,MT,Sunflower,0.347
2021-03-01,MT,Sunflower,0.334
2021-04-01,MT,Sunflower,0.324
2021-05-01,MT,Sunflower,0.342
2021-06-01,MT,Sunflower,0.348
2021-07-01,MT,Sunflower,0.345
2021-08-01,MT,Sunflower,0.345
2021-09-01,MT,Sunflower,0.336
2021-10-01,MT,Sunflower,0.339
2021-11-01,MT,Sunflower,0.341
2021-12-01,MT,Sunflower,0.341
2022-01-01,MT,Sunflower,0.329
2022-02-01,MT,Sunflower,0.332
2022-03-01,MT,Sunflower,0.327
2022-04-01,MT,Sunflower,0.317
2022-05-01,MT,Sunflower,0.329
2022-06-01,MT,Sunflower,0.351
2022-07-01,MT,Sunflower,0.371
2022-08-01,MT,Sunflower,0.378
2022-09-01,MT,Sunflower,0.375
2022-10-01,MT,Sunflower,0.374
2022-11-01,MT,Sunflower,0.379
2022-12-01,MT,Sunflower,0.374
2023-01-01,MT,Sunflower,0.389
2023-02-01,MT,Sunflower,0.365
2023-03-01,MT,Sunflower,0.362
2023-04-01,MT,Sunflower,0.371
2023-05-01,MT,Sunflower,0.361
2023-06-01,MT,Sunflower,0.359
2023-07-01,MT,Sunflower,0.365
2023-08-01,MT,Sunflower,0.382
2023-09-01,MT,Sunflower,0.367
2023-10-01,MT,Sunflower,0.352
2023-11-01,MT,Sunflower,0.342
2023-12-01,MT,Sunflower,0.326
2024-01-01,MT,Sunflower,0.312
2024-02-01,MT,Sunflower,0.303
2024-03-01,MT,Sunflower,0.314
2024-04-01,MT,Sunflower,0.311
2024-05-01,MT,Sunflower,0.311
2024-06-01,MT,Sunflower,0.302
2024-07-01,MT,Sunflower,0.308
2024-08-01,MT,Sunflower,0.325
2024-09-01,MT,Sunflower,0.317
2024-10-01,MT,Sunflower,0.333
2024-11-01,MT,Sunflower,0.337
2024-12-01,MT,Sunflower,0.337
2025-01-01,MT,Sunflower,0.341
2025-02-01,MT,Sunflower,0.345
2025-03-01,MT,Sunflower,0.364
2025-04-01,MT,Sunflower,0.37
2025-05-01,MT,Sunflower,0.376
2025-06-01,MT,Sunflower,0.371
2025-07-01,MT,Sunflower,0.38
2025-08-01,MT,Sunflower,0.369
2025-09-01,MT,Sunflower,0.371
2020-10-01,MT,Carrot,0.402
2020-11-01,MT,Carrot,0.372
2020-12-01,MT,Carrot,0.374
2021-01-01,MT,Carrot,0.377
2021-02-01,MT,Carrot,0.375
2021-03-01,MT,Carrot,0.373
2021-04-01,MT,Carrot,0.374
2021-05-01,MT,Carrot,0.371
2021-06-01,MT,Carrot,0.373
2021-07-01,MT,Carrot,0.368
2021-08-01,MT,Carrot,0.39
2021-09-01,MT,Carrot,0.387
2021-10-01,MT,Carrot,0.394
2021-11-01,MT,Carrot,0.386
2021-12-01,MT,Carrot,0.397
2022-01-01,MT,Carrot,0.405
2022-02-01,MT,Carrot,0.41
2022-03-01,MT,Carrot,0.398
2022-04-01,MT,Carrot,0.389
2022-05-01,MT,Carrot,0.409
2022-06-01,MT,Carrot,0.399
2022-07-01,MT,Carrot,0.407
2022-08-01,MT,Carrot,0.395
2022-09-01,MT,Carrot,0.407
2022-10-01,MT,Carrot,0.399
2022-11-01,MT,Carrot,0.387
2022-12-01,MT,Carrot,0.379
2023-01-01,MT,Carrot,0.373
2023-02-01,MT,Carrot,0.377
2023-03-01,MT,Carrot,0.378
2023-04-01,MT,Carrot,0.366
2023-05-01,MT,Carrot,0.365
2023-06-01,MT,Carrot,0.353
2023-07-01,MT,Carrot,0.36
2023-08-01,MT,Carrot,0.369
2023-09-01,MT,Carrot,0.368
2023-10-01,MT,Carrot,0.371
2023-11-01,MT,Carrot,0.391
2023-12-01,MT,Carrot,0.389
2024-01-01,MT,Carrot,0.378
2024-02-01,MT,Carrot,0.385
2024-03-01,MT,Carrot,0.371
2024-04-01,MT,Carrot,0.369
2024-05-01,MT,Carrot,0.362
2024-06-01,MT,Carrot,0.355
2024-07-01,MT,Carrot,0.352
2024-08-01,MT,Carrot,0.362
2024-09-01,MT,Carrot,0.374
2024-10-01,MT,Carrot,0.384
2024-11-01,MT,Carrot,0.388
2024-12-01,MT,Carrot,0.385
2025-01-01,MT,Carrot,0.358
2025-02-01,MT,Carrot,0.362
2025-03-01,MT,Carrot,0.337
2025-04-01,MT,Carrot,0.317
2025-05-01,MT,Carrot,0.316
2025-06-01,MT,Carrot,0.318
2025-07-01,MT,Carrot,0.314
2025-08-01,MT,Carrot,0.329
2025-09-01,MT,Carrot,0.333
2020-10-01,NE,Corn (field),0.079
2020-11-01,NE,Corn (field),0.083
2020-12-01,NE,Corn (field),0.087
2021-01-01,NE,Corn (field),0.088
2021-02-01,NE,Corn (field),0.086
2021-03-01,NE,Corn (field),0.084
2021-04-01,NE,Corn (field),0.081
2021-05-01,NE,Corn (field),0.081
2021-06-01,NE,Corn (field),0.078
2021-07-01,NE,Corn (field),0.077
2021-08-01,NE,Corn (field),0.078
2021-09-01,NE,Corn (field),0.073
2021-10-01,NE,Corn (field),0.071
2021-11-01,NE,Corn (field),0.069
2021-12-01,NE,Corn (field),0.069
2022-01-01,NE,Corn (field),0.068
2022-02-01,NE,Corn (field),0.068
2022-03-01,NE,Corn (field),0.066
2022-04-01,NE,Corn (field),0.063
2022-05-01,NE,Corn (field),0.062
2022-06-01,NE,Corn (field),0.062
2022-07-01,NE,Corn (field),0.061
2022-08-01,NE,Corn (field),0.062
2022-09-01,NE,Corn (field),0.062
2022-10-01,NE,Corn (field),0.064
2022-11-01,NE,Corn (field),0.063
2022-12-01,NE,Corn (field),0.06
2023-01-01,NE,Corn (field),0.062
2023-02-01,NE,Corn (field),0.063
2023-03-01,NE,Corn (field),0.061
2023-04-01,NE,Corn (field),0.061
2023-05-01,NE,Corn (field),0.063
2023-06-01,NE,Corn (field),0.067
2023-07-01,NE,Corn (field),0.067
2023-08-01,NE,Corn (field),0.069
2023-09-01,NE,Corn (field),0.067
2023-10-01,NE,Corn (field),0.067
2023-11-01,NE,Corn (field),0.066
2023-12-01,NE,Corn (field),0.067
2024-01-01,NE,Corn (field),0.07
2024-02-01,NE,Corn (field),0.07
2024-03-01,NE,Corn (field),0.068
2024-04-01,NE,Corn (field),0.066
2024-05-01,NE,Corn (field),0.069
2024-06-01,NE,Corn (field),0.07
2024-07-01,NE,Corn (field),0.071
2024-08-01,NE,Corn (field),0.07
2024-09-01,NE,Corn (field),0.071
2024-10-01,NE,Corn (field),0.069
2024-11-01,NE,Corn (field),0.07
2024-12-01,NE,Corn (field),0.067
2025-01-01,NE,Corn (field),0.066
2025-02-01,NE,Corn (field),0.065
2025-03-01,NE,Corn (field),0.059
2025-04-01,NE,Corn (field),0.058
2025-05-01,NE,Corn (field),0.057
2025-06-01,NE,Corn (field),0.056
2025-07-01,NE,Corn (field),0.056
2025-08-01,NE,Corn (field),0.059
2025-09-01,NE,Corn (field),0.06
2020-10-01,NE,Soybean,0.131
2020-11-01,NE,Soybean,0.133
2020-12-01,NE,Soybean,0.137
2021-01-01,NE,Soybean,0.139
2021-02-01,NE,Soybean,0.14
2021-03-01,NE,Soybean,0.143
2021-04-01,NE,Soybean,0.132
2021-05-01,NE,Soybean,0.141
2021-06-01,NE,Soybean,0.147
2021-07-01,NE,Soybean,0.148
2021-08-01,NE,Soybean,0.142
2021-09-01,NE,Soybean,0.147
2021-10-01,NE,Soybean,0.144
2021-11-01,NE,Soybean,0.146
2021-12-01,NE,Soybean,0.141
2022-01-01,NE,Soybean,0.15
2022-02-01,NE,Soybean,0.144
2022-03-01,NE,Soybean,0.144
2022-04-01,NE,Soybean,0.135
2022-05-01,NE,Soybean,0.135
2022-06-01,NE,Soybean,0.133
2022-07-01,NE,Soybean,0.137
2022-08-01,NE,Soybean,0.136
2022-09-01,NE,Soybean,0.14
2022-10-01,NE,Soybean,0.136
2022-11-01,NE,Soybean,0.135
2022-12-01,NE,Soybean,0.134
2023-01-01,NE,Soybean,0.136
2023-02-01,NE,Soybean,0.137
2023-03-01,NE,Soybean,0.14
2023-04-01,NE,Soybean,0.141
2023-05-01,NE,Soybean,0.144
2023-06-01,NE,Soybean,0.14
2023-07-01,NE,Soybean,0.142
2023-08-01,NE,Soybean,0.149
2023-09-01,NE,Soybean,0.141
2023-10-01,NE,Soybean,0.143
2023-11-01,NE,Soybean,0.146
2023-12-01,NE,Soybean,0.153
2024-01-01,NE,Soybean,0.156
2024-02-01,NE,Soybean,0.157
2024-03-01,NE,Soybean,0.159
2024-04-01,NE,Soybean,0.155
2024-05-01,NE,Soybean,0.153
2024-06-01,NE,Soybean,0.147
2024-07-01,NE,Soybean,0.154
2024-08-01,NE,Soybean,0.156
2024-09-01,NE,Soybean,0.151
2024-10-01,NE,Soybean,0.153
2024-11-01,NE,Soybean,0.158
2024-12-01,NE,Soybean,0.163
2025-01-01,NE,Soybean,0.158
2025-02-01,NE,Soybean,0.143
2025-03-01,NE,Soybean,0.145
2025-04-01,NE,Soybean,0.141
2025-05-01,NE,Soybean,0.144
2025-06-01,NE,Soybean,0.148
2025-07-01,NE,Soybean,0.153
2025-08-01,NE,Soybean,0.161
2025-09-01,NE,Soybean,0.167
2020-10-01,NE,Wheat (winter),0.116
2020-11-01,NE,Wheat (winter),0.121
2020-12-01,NE,Wheat (winter),0.126
2021-01-01,NE,Wheat (winter),0.126
2021-02-01,NE,Wheat (winter),0.121
2021-03-01,NE,Wheat (winter),0.13
2021-04-01,NE,Wheat (winter),0.13
2021-05-01,NE,Wheat (winter),0.135
2021-06-01,NE,Wheat (winter),0.133
2021-07-01,NE,Wheat (winter),0.136
2021-08-01,NE,Wheat (winter),0.126
2021-09-01,NE,Wheat (winter),0.125
2021-10-01,NE,Wheat (winter),0.125
2021-11-01,NE,Wheat (winter),0.126
2021-12-01,NE,Wheat (winter),0.13
2022-01-01,NE,Wheat (winter),0.126
2022-02-01,NE,Wheat (winter),0.129
2022-03-01,NE,Wheat (winter),0.133
2022-04-01,NE,Wheat (winter),0.143
2022-05-01,NE,Wheat (winter),0.146
2022-06-01,NE,Wheat (winter),0.144
2022-07-01,NE,Wheat (winter),0.138
2022-08-01,NE,Wheat (winter),0.146
2022-09-01,NE,Wheat (winter),0.149
2022-10-01,NE,Wheat (winter),0.149
2022-11-01,NE,Wheat (winter),0.142
2022-12-01,NE,Wheat (winter),0.138
2023-01-01,NE,Wheat (winter),0.14
2023-02-01,NE,Wheat (winter),0.142
2023-03-01,NE,Wheat (winter),0.134
2023-04-01,NE,Wheat (winter),0.136
2023-05-01,NE,Wheat (winter),0.13
2023-06-01,NE,Wheat (winter),0.135
2023-07-01,NE,Wheat (winter),0.136
2023-08-01,NE,Wheat (winter),0.134
2023-09-01,NE,Wheat (winter),0.138
2023-10-01,NE,Wheat (winter),0.139
2023-11-01,NE,Wheat (winter),0.145
2023-12-01,NE,Wheat (winter),0.145
2024-01-01,NE,Wheat (winter),0.146
2024-02-01,NE,Wheat (winter),0.145
2024-03-01,NE,Wheat (winter),0.146
2024-04-01,NE,Wheat (winter),0.153
2024-05-01,NE,Wheat (winter),0.151
2024-06-01,NE,Wheat (winter),0.154
2024-07-01,NE,Wheat (winter),0.15
2024-08-01,NE,Wheat (winter),0.14
2024-09-01,NE,Wheat (winter),0.141
2024-10-01,NE,Wheat (winter),0.143
2024-11-01,NE,Wheat (winter),0.142
2024-12-01,NE,Wheat (winter),0.136
2025-01-01,NE,Wheat (winter),0.137
2025-02-01,NE,Wheat (winter),0.138
2025-03-01,NE,Wheat (winter),0.135
2025-04-01,NE,Wheat (winter),0.129
2025-05-01,NE,Wheat (winter),0.128
2025-06-01,NE,Wheat (winter),0.131
2025-07-01,NE,Wheat (winter),0.132
2025-08-01,NE,Wheat (winter),0.129
2025-09-01,NE,Wheat (winter),0.129
2020-10-01,NE,Sorghum,0.092
2020-11-01,NE,Sorghum,0.089
2020-12-01,NE,Sorghum,0.089
2021-01-01,NE,Sorghum,0.093
2021-02-01,NE,Sorghum,0.089
2021-03-01,NE,Sorghum,0.092
2021-04-01,NE,Sorghum,0.097
2021-05-01,NE,Sorghum,0.096
2021-06-01,NE,Sorghum,0.095
2021-07-01,NE,Sorghum,0.098
2021-08-01,NE,Sorghum,0.098
2021-09-01,NE,Sorghum,0.091
2021-10-01,NE,Sorghum,0.091
2021-11-01,NE,Sorghum,0.092
2021-12-01,NE,Sorghum,0.094
2022-01-01,NE,Sorghum,0.091
2022-02-01,NE,Sorghum,0.091
2022-03-01,NE,Sorghum,0.093
2022-04-01,NE,Sorghum,0.093
2022-05-01,NE,Sorghum,0.089
2022-06-01,NE,Sorghum,0.092
2022-07-01,NE,Sorghum,0.092
2022-08-01,NE,Sorghum,0.095
2022-09-01,NE,Sorghum,0.091
2022-10-01,NE,Sorghum,0.09
2022-11-01,NE,Sorghum,0.092
2022-12-01,NE,Sorghum,0.091
2023-01-01,NE,Sorghum,0.088
2023-02-01,NE,Sorghum,0.082
2023-03-01,NE,Sorghum,0.086
2023-04-01,NE,Sorghum,0.086
2023-05-01,NE,Sorghum,0.089
2023-06-01,NE,Sorghum,0.092
2023-07-01,NE,Sorghum,0.093
2023-08-01,NE,Sorghum,0.092
2023-09-01,NE,Sorghum,0.094
2023-10-01,NE,Sorghum,0.098
2023-11-01,NE,Sorghum,0.098
2023-12-01,NE,Sorghum,0.104
2024-01-01,NE,Sorghum,0.099
2024-02-01,NE,Sorghum,0.094
2024-03-01,NE,Sorghum,0.097
2024-04-01,NE,Sorghum,0.095
2024-05-01,NE,Sorghum,0.1
2024-06-01,NE,Sorghum,0.105
2024-07-01,NE,Sorghum,0.109
2024-08-01,NE,Sorghum,0.112
2024-09-01,NE,Sorghum,0.109
2024-10-01,NE,Sorghum,0.104
2024-11-01,NE,Sorghum,0.109
2024-12-01,NE,Sorghum,0.104
2025-01-01,NE,Sorghum,0.109
2025-02-01,NE,Sorghum,0.111
2025-03-01,NE,Sorghum,0.11
2025-04-01,NE,Sorghum,0.112
2025-05-01,NE,Sorghum,0.114
2025-06-01,NE,Sorghum,0.113
2025-07-01,NE,Sorghum,0.118
2025-08-01,NE,Sorghum,0.123
2025-09-01,NE,Sorghum,0.123
2020-10-01,NE,Sunflower,0.295
2020-11-01,NE,Sunflower,0.306
2020-12-01,NE,Sunflower,0.288
2021-01-01,NE,Sunflower,0.291
2021-02-01,NE,Sunflower,0.298
2021-03-01,NE,Sunflower,0.29
2021-04-01,NE,Sunflower,0.299
2021-05-01,NE,Sunflower,0.299
2021-06-01,NE,Sunflower,0.294
2021-07-01,NE,Sunflower,0.302
2021-08-01,NE,Sunflower,0.292
2021-09-01,NE,Sunflower,0.3
2021-10-01,NE,Sunflower,0.282
2021-11-01,NE,Sunflower,0.285
2021-12-01,NE,Sunflower,0.285
2022-01-01,NE,Sunflower,0.28
2022-02-01,NE,Sunflower,0.284
2022-03-01,NE,Sunflower,0.283
2022-04-01,NE,Sunflower,0.292
2022-05-01,NE,Sunflower,0.297
2022-06-01,NE,Sunflower,0.301
2022-07-01,NE,Sunflower,0.304
2022-08-01,NE,Sunflower,0.299
2022-09-01,NE,Sunflower,0.297
2022-10-01,NE,Sunflower,0.299
2022-11-01,NE,Sunflower,0.297
2022-12-01,NE,Sunflower,0.307
2023-01-01,NE,Sunflower,0.308
2023-02-01,NE,Sunflower,0.311
2023-03-01,NE,Sunflower,0.298
2023-04-01,NE,Sunflower,0.307
2023-05-01,NE,Sunflower,0.301
2023-06-01,NE,Sunflower,0.292
2023-07-01,NE,Sunflower,0.306
2023-08-01,NE,Sunflower,0.313
2023-09-01,NE,Sunflower,0.322
2023-10-01,NE,Sunflower,0.326
2023-11-01,NE,Sunflower,0.325
2023-12-01,NE,Sunflower,0.323
2024-01-01,NE,Sunflower,0.33
2024-02-01,NE,Sunflower,0.342
2024-03-01,NE,Sunflower,0.341
2024-04-01,NE,Sunflower,0.362
2024-05-01,NE,Sunflower,0.36
2024-06-01,NE,Sunflower,0.345
2024-07-01,NE,Sunflower,0.327
2024-08-01,NE,Sunflower,0.31
2024-09-01,NE,Sunflower,0.307
2024-10-01,NE,Sunflower,0.304
2024-11-01,NE,Sunflower,0.311
2024-12-01,NE,Sunflower,0.31
2025-01-01,NE,Sunflower,0.318
2025-02-01,NE,Sunflower,0.319
2025-03-01,NE,Sunflower,0.319
2025-04-01,NE,Sunflower,0.313
2025-05-01,NE,Sunflower,0.327
2025-06-01,NE,Sunflower,0.312
2025-07-01,NE,Sunflower,0.314
2025-08-01,NE,Sunflower,0.313
2025-09-01,NE,Sunflower,0.32
2020-10-01,NE,Canola (rapeseed),0.25
2020-11-01,NE,Canola (rapeseed),0.25
2020-12-01,NE,Canola (rapeseed),0.248
2021-01-01,NE,Canola (rapeseed),0.258
2021-02-01,NE,Canola (rapeseed),0.258
2021-03-01,NE,Canola (rapeseed),0.274
2021-04-01,NE,Canola (rapeseed),0.276
2021-05-01,NE,Canola (rapeseed),0.276
2021-06-01,NE,Canola (rapeseed),0.275
2021-07-01,NE,Canola (rapeseed),0.279
2021-08-01,NE,Canola (rapeseed),0.274
2021-09-01,NE,Canola (rapeseed),0.276
2021-10-01,NE,Canola (rapeseed),0.276
2021-11-01,NE,Canola (rapeseed),0.278
2021-12-01,NE,Canola (rapeseed),0.281
2022-01-01,NE,Canola (rapeseed),0.285
2022-02-01,NE,Canola (rapeseed),0.286
2022-03-01,NE,Canola (rapeseed),0.299
2022-04-01,NE,Canola (rapeseed),0.303
2022-05-01,NE,Canola (rapeseed),0.326
2022-06-01,NE,Canola (rapeseed),0.327
2022-07-01,NE,Canola (rapeseed),0.336
2022-08-01,NE,Canola (rapeseed),0.329
2022-09-01,NE,Canola (rapeseed),0.343
2022-10-01,NE,Canola (rapeseed),0.336
2022-11-01,NE,Canola (rapeseed),0.34
2022-12-01,NE,Canola (rapeseed),0.338
2023-01-01,NE,Canola (rapeseed),0.342
2023-02-01,NE,Canola (rapeseed),0.34
2023-03-01,NE,Canola (rapeseed),0.332
2023-04-01,NE,Canola (rapeseed),0.329
2023-05-01,NE,Canola (rapeseed),0.344
2023-06-01,NE,Canola (rapeseed),0.349
2023-07-01,NE,Canola (rapeseed),0.335
2023-08-01,NE,Canola (rapeseed),0.347
2023-09-01,NE,Canola (rapeseed),0.337
2023-10-01,NE,Canola (rapeseed),0.345
2023-11-01,NE,Canola (rapeseed),0.35
2023-12-01,NE,Canola (rapeseed),0.357
2024-01-01,NE,Canola (rapeseed),0.377
2024-02-01,NE,Canola (rapeseed),0.367
2024-03-01,NE,Canola (rapeseed),0.374
2024-04-01,NE,Canola (rapeseed),0.388
2024-05-01,NE,Canola (rapeseed),0.381
2024-06-01,NE,Canola (rapeseed),0.372
2024-07-01,NE,Canola (rapeseed),0.369
2024-08-01,NE,Canola (rapeseed),0.373
2024-09-01,NE,Canola (rapeseed),0.357
2024-10-01,NE,Canola (rapeseed),0.363
2024-11-01,NE,Canola (rapeseed),0.347
2024-12-01,NE,Canola (rapeseed),0.361
2025-01-01,NE,Canola (rapeseed),0.367
2025-02-01,NE,Canola (rapeseed),0.388
2025-03-01,NE,Canola (rapeseed),0.395
2025-04-01,NE,Canola (rapeseed),0.392
2025-05-01,NE,Canola (rapeseed),0.382
2025-06-01,NE,Canola (rapeseed),0.385
2025-07-01,NE,Canola (rapeseed),0.385
2025-08-01,NE,Canola (rapeseed),0.398
2025-09-01,NE,Canola (rapeseed),0.387
2020-10-01,NE,Barley,0.095
2020-11-01,NE,Barley,0.099
2020-12-01,NE,Barley,0.099
2021-01-01,NE,Barley,0.104
2021-02-01,NE,Barley,0.101
2021-03-01,NE,Barley,0.102
2021-04-01,NE,Barley,0.098
2021-05-01,NE,Barley,0.104
2021-06-01,NE,Barley,0.098
2021-07-01,NE,Barley,0.094
2021-08-01,NE,Barley,0.092
2021-09-01,NE,Barley,0.096
2021-10-01,NE,Barley,0.099
2021-11-01,NE,Barley,0.099
2021-12-01,NE,Barley,0.102
2022-01-01,NE,Barley,0.102
